student_id,class,subtopic_id,quiz_id,question_id,question_level,question_level_code,marked,total_marks,weighted_mark,score,student_category,diagnostic_test_action,subtopic_quiz_action
17,8.0,578,24be5aae-4b5f-4279-8ec8-ca0c689778d2,5834,evaluate,5,1,11,5,0.18588695201244565,low,recommend failed subtopic materials,recommend create questions
38,8.0,582,46fd4119-e014-4c84-9d55-e46d776251e5,6494,understand,2,0,2,0,0.0,low,recommend failed subtopic materials,recommend remember questions
38,8.0,582,46fd4119-e014-4c84-9d55-e46d776251e5,6495,evaluate,5,0,2,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
38,8.0,624,0,6477,evaluate,5,1,233,5,1.0,high,recommend high level questions for passed_subtopics,recommend create questions
38,8.0,627,a5ffbc3f-71eb-4229-94ca-deee696a275f,6494,understand,2,1,1,2,0.20447564721369021,low,recommend failed subtopic materials,recommend apply questions
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5773,remember,1,1,6,1,0.13631709814246015,low,recommend failed subtopic materials,recommend understand question
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5774,understand,2,1,6,2,0.13631709814246015,low,recommend failed subtopic materials,recommend apply questions
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5775,evaluate,5,1,6,5,0.13631709814246015,low,recommend failed subtopic materials,recommend create questions
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5776,evaluate,5,0,6,0,0.13631709814246015,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5777,understand,2,0,6,0,0.13631709814246015,low,recommend failed subtopic materials,recommend remember questions
630,8.0,574,32b70b5a-1efe-4ddd-b20e-7119977c20d1,5778,understand,2,0,6,0,0.13631709814246015,low,recommend failed subtopic materials,recommend remember questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5773,remember,1,1,10,1,0.10223782360684511,low,recommend failed subtopic materials,recommend understand question
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5774,understand,2,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend remember questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5775,evaluate,5,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5776,evaluate,5,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5777,understand,2,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend remember questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5778,understand,2,1,10,2,0.10223782360684511,low,recommend failed subtopic materials,recommend apply questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5779,remember,1,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend prerequisite subtopic materials
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5780,understand,2,1,10,2,0.10223782360684511,low,recommend failed subtopic materials,recommend apply questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5781,evaluate,5,0,10,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,574,92fa7ef4-61d8-477e-89f8-48e68aae80fa,5782,evaluate,5,1,10,5,0.10223782360684511,low,recommend failed subtopic materials,recommend create questions
630,8.0,575,5bb73c62-b414-4858-854f-f0df2422c529,5783,understand,2,0,1,0,0.0,low,recommend failed subtopic materials,recommend remember questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5783,understand,2,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend remember questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5784,understand,2,1,6,2,0.0851981863390376,low,recommend failed subtopic materials,recommend apply questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5785,understand,2,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend remember questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5786,understand,2,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend remember questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5787,understand,2,1,6,2,0.0851981863390376,low,recommend failed subtopic materials,recommend apply questions
630,8.0,575,b5032f60-3330-4607-9c71-8a517bd4d298,5788,remember,1,1,6,1,0.0851981863390376,low,recommend failed subtopic materials,recommend understand question
630,8.0,579,163aeda1-39fa-479b-b3d7-a68befd21777,5843,analyze,4,0,1,0,0.0,low,recommend failed subtopic materials,recommend apply questions
630,8.0,602,ea7ae163-414a-4ef8-ba73-5e6146dd4f52,6319,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,602,ea7ae163-414a-4ef8-ba73-5e6146dd4f52,6320,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,602,ea7ae163-414a-4ef8-ba73-5e6146dd4f52,6321,evaluate,5,1,5,5,0.10223782360684511,low,recommend failed subtopic materials,recommend create questions
630,8.0,602,ea7ae163-414a-4ef8-ba73-5e6146dd4f52,6322,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,602,ea7ae163-414a-4ef8-ba73-5e6146dd4f52,6323,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,5d9bad94-2142-4260-abd4-d2e83efa3e3d,6326,evaluate,5,1,5,5,0.10223782360684511,low,recommend failed subtopic materials,recommend create questions
630,8.0,603,5d9bad94-2142-4260-abd4-d2e83efa3e3d,6327,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,5d9bad94-2142-4260-abd4-d2e83efa3e3d,6328,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,5d9bad94-2142-4260-abd4-d2e83efa3e3d,6329,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,5d9bad94-2142-4260-abd4-d2e83efa3e3d,6330,evaluate,5,0,5,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,70fc678f-43cc-46f2-b474-9640ef6ad47d,6326,evaluate,5,0,2,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,70fc678f-43cc-46f2-b474-9640ef6ad47d,6327,evaluate,5,0,2,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6326,evaluate,5,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6327,evaluate,5,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6328,evaluate,5,1,6,5,0.0851981863390376,low,recommend failed subtopic materials,recommend create questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6329,evaluate,5,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6330,evaluate,5,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,603,76281055-8986-4f48-a1e7-5e6c6be750d5,6331,evaluate,5,0,6,0,0.0851981863390376,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,621,2abb4499-ebb8-4543-bfbe-532e9a7cf468,6455,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
630,8.0,624,a45d44a7-f3c3-4fef-b797-dba295fe629e,6477,evaluate,5,0,4,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
630,8.0,624,a45d44a7-f3c3-4fef-b797-dba295fe629e,6478,analyze,4,0,4,0,0.0,low,recommend failed subtopic materials,recommend apply questions
630,8.0,624,a45d44a7-f3c3-4fef-b797-dba295fe629e,6479,analyze,4,0,4,0,0.0,low,recommend failed subtopic materials,recommend apply questions
630,8.0,624,a45d44a7-f3c3-4fef-b797-dba295fe629e,6480,evaluate,5,0,4,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
4345,8.0,574,0,5773,remember,1,1,233,1,1.0,high,recommend high level questions for passed_subtopics,recommend understand question
4345,8.0,574,0,5774,understand,2,1,233,2,1.0,high,recommend high level questions for passed_subtopics,recommend apply questions
5567,8.0,574,4289ebf3-8009-4ca1-af53-9b2195b3b781,5773,remember,1,0,1,0,0.0,low,recommend failed subtopic materials,recommend prerequisite subtopic materials
5598,8.0,610,616fd5e7-1c3b-4cf5-8969-bcaa06ad4f60,6377,remember,1,0,1,0,0.0,low,recommend failed subtopic materials,recommend prerequisite subtopic materials
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6281,evaluate,5,0,6,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6282,apply,3,1,6,3,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6283,apply,3,0,6,0,0.10223782360684511,low,recommend failed subtopic materials,recommend understand questions
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6284,apply,3,0,6,0,0.10223782360684511,low,recommend failed subtopic materials,recommend understand questions
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6285,evaluate,5,0,6,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
5600,8.0,595,47ab52f6-956a-4512-8a7c-f551b86c9880,6286,apply,3,1,6,3,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
5602,8.0,574,9325b8d1-b5a7-4337-b896-23b69ca5335d,5773,remember,1,1,3,1,0.10223782360684511,low,recommend failed subtopic materials,recommend understand question
5602,8.0,574,9325b8d1-b5a7-4337-b896-23b69ca5335d,5774,understand,2,1,3,2,0.10223782360684511,low,recommend failed subtopic materials,recommend apply questions
5602,8.0,574,9325b8d1-b5a7-4337-b896-23b69ca5335d,5775,evaluate,5,0,3,0,0.10223782360684511,low,recommend failed subtopic materials,recommend analyze questions
5602,8.0,593,5a835d82-44b0-45c7-8501-68b96b3fca53,6279,apply,3,1,1,3,0.30671347082053535,mid,recommend failed subtopic materials,recommend analyze questions
5602,8.0,593,e8b891ca-75c9-4e3b-8dea-d93cba521d12,6279,apply,3,0,1,0,0.0,low,recommend failed subtopic materials,recommend understand questions
5602,8.0,610,32310e67-b0de-40e1-910e-9f63b69a93cc,6377,remember,1,0,3,0,0.06815854907123008,low,recommend failed subtopic materials,recommend prerequisite subtopic materials
5602,8.0,610,32310e67-b0de-40e1-910e-9f63b69a93cc,6378,remember,1,1,3,1,0.06815854907123008,low,recommend failed subtopic materials,recommend understand question
5602,8.0,610,32310e67-b0de-40e1-910e-9f63b69a93cc,6379,remember,1,1,3,1,0.06815854907123008,low,recommend failed subtopic materials,recommend understand question
5602,8.0,611,47dc9efa-fa8b-4d8d-9dbc-3839ce800d68,6390,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,47dc9efa-fa8b-4d8d-9dbc-3839ce800d68,6391,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,47dc9efa-fa8b-4d8d-9dbc-3839ce800d68,6392,evaluate,5,0,4,0,0.38339183852566916,mid,recommend failed subtopic materials,recommend analyze questions
5602,8.0,611,47dc9efa-fa8b-4d8d-9dbc-3839ce800d68,6393,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,94cf854e-356e-42df-85bc-e43cd9be5efd,6390,evaluate,5,1,2,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,94cf854e-356e-42df-85bc-e43cd9be5efd,6391,evaluate,5,1,2,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,c9590f40-f73c-430d-947e-8bad9ed5b584,6390,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,c9590f40-f73c-430d-947e-8bad9ed5b584,6391,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,611,c9590f40-f73c-430d-947e-8bad9ed5b584,6392,evaluate,5,0,4,0,0.38339183852566916,mid,recommend failed subtopic materials,recommend analyze questions
5602,8.0,611,c9590f40-f73c-430d-947e-8bad9ed5b584,6393,evaluate,5,1,4,5,0.38339183852566916,mid,recommend failed subtopic materials,recommend create questions
5602,8.0,627,fa4829f7-0c82-4db6-8cc1-bcd1b053abc5,6494,understand,2,1,3,2,0.2385549217493053,low,recommend failed subtopic materials,recommend apply questions
5602,8.0,627,fa4829f7-0c82-4db6-8cc1-bcd1b053abc5,6495,evaluate,5,1,3,5,0.2385549217493053,low,recommend failed subtopic materials,recommend create questions
5602,8.0,627,fa4829f7-0c82-4db6-8cc1-bcd1b053abc5,6496,evaluate,5,0,3,0,0.2385549217493053,low,recommend failed subtopic materials,recommend analyze questions
5602,8.0,803,3b40709d-0409-4c0b-9685-d7a6a3f2bae6,6279,apply,3,1,2,3,0.30671347082053535,mid,recommend failed subtopic materials,recommend analyze questions
5602,8.0,803,3b40709d-0409-4c0b-9685-d7a6a3f2bae6,6280,apply,3,1,2,3,0.30671347082053535,mid,recommend failed subtopic materials,recommend analyze questions
5614,8.0,615,6e5bda71-8f08-4e36-be10-081001c2ca33,6415,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,63ef8388-deea-41c1-b3eb-7fba75ddb0af,6298,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,63ef8388-deea-41c1-b3eb-7fba75ddb0af,6299,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,63ef8388-deea-41c1-b3eb-7fba75ddb0af,6300,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,8c52afa9-268d-4e4e-8423-8fdf60a02dd2,6298,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,8c52afa9-268d-4e4e-8423-8fdf60a02dd2,6299,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,599,8c52afa9-268d-4e4e-8423-8fdf60a02dd2,6300,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,0400ab85-f5b1-4664-9972-0a64f00872d6,6310,evaluate,5,1,2,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,0400ab85-f5b1-4664-9972-0a64f00872d6,6311,evaluate,5,1,2,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,d933ebcb-bb82-4e61-a347-6f59afa324f8,6310,evaluate,5,1,5,5,0.40895129442738043,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,d933ebcb-bb82-4e61-a347-6f59afa324f8,6311,evaluate,5,1,5,5,0.40895129442738043,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,d933ebcb-bb82-4e61-a347-6f59afa324f8,6312,evaluate,5,0,5,0,0.40895129442738043,mid,recommend failed subtopic materials,recommend analyze questions
7173,8.0,601,d933ebcb-bb82-4e61-a347-6f59afa324f8,6313,evaluate,5,1,5,5,0.40895129442738043,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,601,d933ebcb-bb82-4e61-a347-6f59afa324f8,6314,evaluate,5,1,5,5,0.40895129442738043,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6332,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6333,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6334,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6335,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6336,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6338,evaluate,5,1,7,5,0.43816210117219334,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,604,c01471a8-e77a-4004-9de8-a119c4f76513,6339,apply,3,0,7,0,0.43816210117219334,mid,recommend failed subtopic materials,recommend understand questions
7173,8.0,604,d95c8f7c-2bb0-4bc2-a309-45c1ea2820b6,6332,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,606,ef50476b-784d-446a-bef7-3c48a6231d24,6346,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7173,8.0,627,36e4884e-c5db-4711-98b9-9d28eb16cc7c,6494,understand,2,1,1,2,0.20447564721369021,low,recommend failed subtopic materials,recommend apply questions
7173,8.0,627,447dd3b5-7630-4a18-b8e1-658344914e2f,6494,understand,2,0,1,0,0.0,low,recommend failed subtopic materials,recommend remember questions
7174,8.0,599,ac5c8be6-2ef4-4bd9-ad7e-0c51bbd9d5fd,6298,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,599,ac5c8be6-2ef4-4bd9-ad7e-0c51bbd9d5fd,6299,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,599,ac5c8be6-2ef4-4bd9-ad7e-0c51bbd9d5fd,6300,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,e4834ac7-fa3f-4caf-994c-88ec7cba8d91,6332,evaluate,5,0,1,0,0.0,low,recommend failed subtopic materials,recommend analyze questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6332,evaluate,5,1,7,5,0.3651350843101611,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6333,evaluate,5,0,7,0,0.3651350843101611,mid,recommend failed subtopic materials,recommend analyze questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6334,evaluate,5,1,7,5,0.3651350843101611,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6335,evaluate,5,1,7,5,0.3651350843101611,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6336,evaluate,5,1,7,5,0.3651350843101611,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6338,evaluate,5,1,7,5,0.3651350843101611,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,604,f70ebb96-7ed3-444e-82f5-8d4d617182e7,6339,apply,3,0,7,0,0.3651350843101611,mid,recommend failed subtopic materials,recommend understand questions
7174,8.0,615,b9ce29af-31c6-4352-93b5-ef76fa2888fb,6332,evaluate,5,1,5,5,0.20447564721369021,low,recommend failed subtopic materials,recommend create questions
7174,8.0,615,b9ce29af-31c6-4352-93b5-ef76fa2888fb,6333,evaluate,5,0,5,0,0.20447564721369021,low,recommend failed subtopic materials,recommend analyze questions
7174,8.0,615,b9ce29af-31c6-4352-93b5-ef76fa2888fb,6334,evaluate,5,0,5,0,0.20447564721369021,low,recommend failed subtopic materials,recommend analyze questions
7174,8.0,615,b9ce29af-31c6-4352-93b5-ef76fa2888fb,6335,evaluate,5,0,5,0,0.20447564721369021,low,recommend failed subtopic materials,recommend analyze questions
7174,8.0,615,b9ce29af-31c6-4352-93b5-ef76fa2888fb,6336,evaluate,5,1,5,5,0.20447564721369021,low,recommend failed subtopic materials,recommend create questions
7174,8.0,618,24693aa7-ac87-4ba9-92a8-b09a593f2ca8,6434,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6434,evaluate,5,1,6,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6435,evaluate,5,1,6,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6436,evaluate,5,0,6,0,0.3407927453561504,mid,recommend failed subtopic materials,recommend analyze questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6437,evaluate,5,1,6,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6438,evaluate,5,1,6,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7174,8.0,618,254766ff-3842-46b4-9dc4-c7d11145705f,6439,evaluate,5,0,6,0,0.3407927453561504,mid,recommend failed subtopic materials,recommend analyze questions
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5773,remember,1,1,6,1,0.28967383355272786,low,recommend failed subtopic materials,recommend understand question
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5774,understand,2,1,6,2,0.28967383355272786,low,recommend failed subtopic materials,recommend apply questions
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5775,evaluate,5,1,6,5,0.28967383355272786,low,recommend failed subtopic materials,recommend create questions
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5776,evaluate,5,1,6,5,0.28967383355272786,low,recommend failed subtopic materials,recommend create questions
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5777,understand,2,1,6,2,0.28967383355272786,low,recommend failed subtopic materials,recommend apply questions
7181,8.0,574,0eddb0a1-bb51-4ba0-afc1-aa9feb2b6ead,5778,understand,2,1,6,2,0.28967383355272786,low,recommend failed subtopic materials,recommend apply questions
7181,8.0,599,0375a40c-bc38-4e99-b912-994f15427c99,6415,evaluate,5,1,1,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,2abf2254-ccc4-4b01-b0c8-a45f2167e218,6298,evaluate,5,0,3,0,0.3407927453561504,mid,recommend failed subtopic materials,recommend analyze questions
7181,8.0,599,2abf2254-ccc4-4b01-b0c8-a45f2167e218,6299,evaluate,5,1,3,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,2abf2254-ccc4-4b01-b0c8-a45f2167e218,6300,evaluate,5,1,3,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,5321e07e-fd5d-42e3-a8ea-ee1a292f3300,6298,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,5321e07e-fd5d-42e3-a8ea-ee1a292f3300,6299,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,5321e07e-fd5d-42e3-a8ea-ee1a292f3300,6300,evaluate,5,1,3,5,0.5111891180342256,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,55cfdaf9-b357-4406-b225-c75370815995,6298,evaluate,5,1,3,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
7181,8.0,599,55cfdaf9-b357-4406-b225-c75370815995,6299,evaluate,5,1,3,5,0.3407927453561504,mid,recommend failed subtopic materials,recommend create questions
